VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchasRatio,UnsoldInventoryValue
1601,VRANKEN AMERICA            ,21526,Listel Grain de Gris Rose,6.66,9.99,750,1671,11128.86,1623.0,16140.77,7533.42,180.86,1048.97,5011.91,31.051244767133163,0.9712746858168761,1.4503525069054692,319.68
3960,DIAGEO NORTH AMERICA INC   ,2898,Scoresby Rare,6.01,7.99,750,1849,11112.49,2479.0,18507.21,12597.37,1953.67,257032.07,7394.719999999999,39.95588746223769,1.3407247160627367,1.6654422186206692,-3786.2999999999997
8352,LUXCO INC                  ,2695,Rebel Yell Ginger Whiskey,11.1,14.99,750,1001,11111.099999999999,568.0,6846.32,5464.46,447.98,10261.6,-4264.779999999999,-62.29302749506302,0.5674325674325674,0.6161694161694162,4806.3
3252,E & J GALLO WINERY         ,36539,Liberty Creek Prem RSV Chard,5.33,7.99,1500,2077,11070.41,1771.0,12276.29,5338.4400000000005,397.0,61966.91,1205.880000000001,9.822837355585449,0.8526721232546943,1.1089282149441622,1630.98
17035,PERNOD RICARD USA          ,32900,Sandeman Tawny 40-Yr Port,58.82,99.99,750,188,11058.16,143.0,15782.57,12950.83,15.76,123780.22,4724.41,29.934351629677547,0.7606382978723404,1.427232921209315,2646.9
7153,PINE STATE TRADING CO      ,27331,Hahn Chard Monterey,7.89,12.99,750,1401,11053.890000000001,1373.0,16889.27,9572.210000000001,152.49,15884.82,5835.379999999999,34.55081243890351,0.9800142755174875,1.5279028468711013,220.92
10754,PERFECTA WINES             ,27098,Grattamacco Bolgheri Rosso,65.78,99.99,750,168,11051.04,3.0,299.96999999999997,199.98,0.33,28720.52,-10751.070000000002,-3584.0484048404846,0.017857142857142856,0.027144051600573336,10853.7
1392,CONSTELLATION BRANDS INC   ,18449,R Mondavi Heritage Red,4.53,7.99,750,2439,11048.67,2128.0,18140.72,10054.22,236.44,79528.99,7092.050000000001,39.094644534505804,0.8724887248872488,1.6418917390056904,1408.8300000000002
4848,LAIRD & CO                 ,1895,Senators Club,5.07,6.99,1000,2178,11042.460000000001,2063.0,14420.369999999999,3369.1800000000003,2166.15,1043.69,3377.909999999998,23.424572323733706,0.9471992653810836,1.3059019457620855,583.0500000000001
90046,CANDIA VINEYARDS           ,18535,Candia Vyds Ice Storm,19.17,27.99,375,576,11041.92,527.0,14750.73,11419.92,30.78,194.13,3708.8099999999995,25.143230199454532,0.9149305555555556,1.3358845200834637,939.33
7153,PINE STATE TRADING CO      ,21799,Ch Lafite Rothschild 10 Brdx,1103.44,1599.99,750,10,11034.400000000001,12.0,19199.88,9599.94,1.35,15884.82,8165.48,42.52880747171336,1.2,1.7400021750163124,-2206.88
3252,E & J GALLO WINERY         ,35670,Redwood Creek Svgn Bl Cal,7.33,10.99,1500,1505,11031.65,1546.0,16710.54,10063.68,344.94,61966.91,5678.890000000001,33.98388083209759,1.0272425249169435,1.5147815603286907,-300.53000000000003
2000,SOUTHERN WINE & SPIRITS NE ,26947,Ferrari-Carano Merlot,13.72,20.99,750,804,11030.88,769.0,16448.309999999998,10247.189999999999,85.22,19016.59,5417.4299999999985,32.93608887478409,0.9564676616915423,1.4911149427788173,480.20000000000005
9744,FREDERICK WILDMAN & SONS   ,11699,Lamberti Rose Sparkling,7.84,11.99,750,1407,11030.88,1345.0,10980.05,4689.58,150.13,3999.93,-50.82999999999993,-0.4629304966735118,0.9559346126510305,0.9953920267467328,486.08
3960,DIAGEO NORTH AMERICA INC   ,1176,Brora 37 Yr Old Single Malt,1574.8,1999.99,750,7,11023.6,1.0,1999.99,1999.99,0.79,257032.07,-9023.61,-451.1827559137796,0.14285714285714285,0.18142802714176856,9448.8
2000,SOUTHERN WINE & SPIRITS NE ,20762,Lamole Chianti Clsco Racolto,10.95,18.99,750,1005,11004.75,854.0,16013.46,11269.98,94.44,19016.59,5008.709999999999,31.2781247775309,0.8497512437810946,1.4551407346827505,1653.4499999999998
7153,PINE STATE TRADING CO      ,15290,Backhouse Pnt Nr,3.99,5.99,750,2758,11004.42,2718.0,17932.82,9705.36,302.16,15884.82,6928.4,38.63530666119439,0.9854967367657723,1.629601560100396,159.60000000000002
2000,SOUTHERN WINE & SPIRITS NE ,17209,The Divining Rod Cab Svgn,11.03,15.99,750,997,10996.910000000002,1016.0,16421.84,11844.67,112.35000000000001,19016.59,5424.9299999999985,33.03484871366423,1.0190571715145436,1.4933140309414188,-209.57
2242,DELICATO VINEYARDS INC     ,16431,HandCraft Artisan Coll Cab S,6.12,9.99,750,1789,10948.68,2583.0,25630.170000000002,12488.28,287.43,7982.65,14681.490000000002,57.28206250680351,1.4438233650083845,2.340936989664508,-4859.28
9165,ULTRA BEVERAGE COMPANY LLP ,14632,Dom Serene Evenstad 11 Pnt N,36.12,56.99,750,303,10944.36,272.0,16244.28,8249.62,30.28,68054.7,5299.92,32.6263767923232,0.8976897689768977,1.4842603861715076,1119.72
3960,DIAGEO NORTH AMERICA INC   ,1195,Baileys Pumpkin Spice,0.74,0.99,50,14721,10893.54,14677.0,14530.23,1087.02,770.02,257032.07,3636.6899999999987,25.028440706031486,0.9970110726173493,1.333839137690778,32.56
6785,PALM BAY INTERNATIONAL INC ,17101,Trimbach Gewurztraminer,12.74,18.99,750,855,10892.699999999999,842.0,15738.579999999998,10573.339999999998,93.19,13605.41,4845.879999999999,30.789817124543635,0.9847953216374269,1.444874089986872,165.62
17035,PERNOD RICARD USA          ,25557,Kenwood Cab Svgn Sonoma,9.8,14.99,750,1111,10887.8,992.0,15606.08,8319.71,110.29,123780.22,4718.280000000001,30.233601263097466,0.8928892889288929,1.4333547640478335,1166.2
9165,ULTRA BEVERAGE COMPANY LLP ,11553,M by Michael Mondavi Cab Svg,122.22,186.99,750,89,10877.58,49.0,9162.51,3365.82,5.46,68054.7,-1715.0699999999997,-18.71834246292773,0.550561797752809,0.8423298196841578,4888.8
3664,WILLIAM GRANT & SONS INC   ,2410,Tullamore Dew Phoenix,39.99,54.99,750,272,10877.28,196.0,10328.04,7973.490000000001,154.59,30234.420000000002,-549.2399999999998,-5.317949969210031,0.7205882352941176,0.9495057587926393,3039.2400000000002
9165,ULTRA BEVERAGE COMPANY LLP ,24662,Silver Totem Cab Svgn,13.51,23.99,750,805,10875.550000000001,507.0,10134.929999999998,7056.469999999999,56.17,68054.7,-740.6200000000026,-7.3075985724618,0.6298136645962733,0.9319004556091414,4025.98
9744,FREDERICK WILDMAN & SONS   ,8242,Folonari Soave Dry White,7.99,14.99,1500,1360,10866.4,1438.0,19879.62,9057.42,321.65000000000003,3999.93,9013.22,45.338995413393214,1.0573529411764706,1.8294577781049841,-623.22
9815,WINE GROUP INC             ,26395,Trapiche Cab Svgn Oak Cask,3.94,8.99,750,2757,10862.58,2958.0,24203.420000000002,12274.98,329.03000000000003,27100.41,13340.840000000002,55.11964838027023,1.072905331882481,2.228146536089953,-791.9399999999999
6785,PALM BAY INTERNATIONAL INC ,25936,Roscato Rose Dolce,8.78,12.99,750,1236,10852.08,1236.0,9692.64,3799.92,138.12,13605.41,-1159.4400000000005,-11.96206606249691,1.0,0.8931596523431452,0.0
3960,DIAGEO NORTH AMERICA INC   ,2354,Rhetoric 21Yr Bourbon,77.51,99.99,750,140,10851.4,140.0,13998.6,9999.0,110.29,257032.07,3147.2000000000007,22.482248224822488,1.0,1.2900270932782867,0.0
8920,TAKARA SAKE USA INC        ,33446,Takara Sake Sho Chiku Bai G,4.06,6.29,300,2672,10848.32,2478.0,15586.62,4491.06,109.03,232.99,4738.300000000001,30.39979161614257,0.9273952095808383,1.4367773074540575,787.6399999999999
9552,M S WALKER INC             ,45604,Latour 12 Cuvee Bourg Rouge,13.07,19.99,750,830,10848.1,1793.0,35842.07,17231.379999999997,199.62,55551.82,24993.97,69.7336119258737,2.1602409638554216,3.3039951696610466,-12586.41
9165,ULTRA BEVERAGE COMPANY LLP ,2231,Nikka Miyagikyo Single Malt,54.99,76.99,750,197,10833.03,56.0,4311.44,3464.5499999999997,44.160000000000004,68054.7,-6521.590000000001,-151.26245523537384,0.28426395939086296,0.39799022064925504,7753.59
480,BACARDI USA INC            ,5317,B & B Liqueur Dom,2.46,3.29,50,4401,10826.46,4150.0,13653.5,7721.63,211.51000000000002,89286.27,2827.040000000001,20.705606621012933,0.9429675073846853,1.2611232110957784,617.46
4848,LAIRD & CO                 ,19336,Moletto Prosecco,2.71,3.99,187,3991,10815.61,3815.0,15221.85,3762.57,108.03,1043.69,4406.24,28.94681001323755,0.9559007767476823,1.4073963465768458,476.96
4425,MARTIGNETTI COMPANIES,27180,Sensi 18K Moscato Rose,15.23,22.99,750,710,10813.3,440.0,7940.599999999999,4013.7799999999997,48.95,144929.24,-2872.7,-36.17736694960079,0.6197183098591549,0.7343364190395162,4112.1
4425,MARTIGNETTI COMPANIES,34971,Jermann Pinot Grigio Venezi,16.66,26.99,750,649,10812.34,595.0,16047.05,8138.98,66.17,144929.24,5234.709999999999,32.621011338532625,0.9167950693374423,1.4841421930867877,899.64
12546,JIM BEAM BRANDS COMPANY    ,350,Courvoisier VS Gift Pak,18.1,24.99,750,597,10805.7,573.0,13223.269999999999,7948.5599999999995,451.57,123880.97,2417.569999999998,18.28269406886495,0.9597989949748744,1.2237309938273317,434.40000000000003
4425,MARTIGNETTI COMPANIES,13795,Yellow Tail Tree Free Chard,6.45,9.99,1500,1675,10803.75,1645.0,17851.55,10016.4,367.57,144929.24,7047.799999999999,39.480045150141024,0.982089552238806,1.652347564503066,193.5
6213,MHW LTD                    ,1067,Absente  Glass & Spoon Pack,9.02,11.99,100,1197,10796.94,779.0,9340.210000000001,3573.02,81.43,9621.58,-1456.7299999999996,-15.59633027522935,0.6507936507936508,0.8650793650793651,3770.3599999999997
516,BANFI PRODUCTS CORP        ,12140,Natura Valle Svgn Bl Casabla,5.91,9.99,750,1821,10762.11,1792.0,17298.08,9084.6,199.22,8510.41,6535.970000000001,37.78436681990141,0.9840746842394289,1.6073130640738666,171.39000000000001
8673,STE MICHELLE WINE ESTATES  ,28223,Ch Ste Michelle Canoe Rdge C,10.38,15.99,750,1036,10753.68,946.0,15914.539999999999,10547.74,104.83,15919.7,5160.859999999999,32.42858417522592,0.9131274131274131,1.479915712574672,934.2
6785,PALM BAY INTERNATIONAL INC ,2543,Darnley's View Gin,18.89,23.99,750,569,10748.41,630.0,14593.699999999999,11958.849999999999,496.99,13605.41,3845.289999999999,26.34897250183298,1.1072056239015817,1.3577543097072031,-1152.29
480,BACARDI USA INC            ,4959,Bacardi Tangerine,0.71,0.99,50,15096,10718.16,16800.0,16632.0,5219.28,873.3000000000001,89286.27,5913.84,35.55699855699856,1.1128775834658187,1.55175888398755,-1209.84
9552,M S WALKER INC             ,21271,Kentia Albarino Rias Baixas,9.2,13.99,750,1163,10699.6,1088.0,15731.12,10758.57,120.51,55551.82,5031.52,31.98449951433846,0.9355116079105761,1.4702530935735916,690.0
9552,M S WALKER INC             ,24772,3 Ball Znfdl,8.78,15.99,750,1218,10694.039999999999,1038.0,14026.62,8582.64,115.26,55551.82,3332.5800000000017,23.758966878692096,0.8522167487684729,1.311629655396838,1580.3999999999999
1392,CONSTELLATION BRANDS INC   ,29477,R Mondavi Pvt Sel Rsl,4.75,7.99,750,2249,10682.75,2313.0,20445.87,10665.9,257.51,79528.99,9763.119999999999,47.7510617058604,1.028457092040907,1.913914488310594,-304.0
9165,ULTRA BEVERAGE COMPANY LLP ,27051,Killibinbin Sneaky Shiraz,10.2,14.99,750,1044,10648.8,,,,,68054.7,,,,,
172662,SWEETWATER FARM         ,2872,Ashuelot Gin,23.87,31.99,750,446,10646.02,301.0,9628.99,7101.78,237.29,178.34,-1017.0300000000007,-10.5621669562436,0.6748878923766816,0.9044685243875176,3461.15
10754,PERFECTA WINES             ,46582,Grayson Cellars Pnt Nr Cntrl,6.84,15.99,750,1556,10643.039999999999,1292.0,16170.08,9206.82,143.58,28720.52,5527.040000000001,34.18065958857347,0.8303341902313625,1.5193102722530407,1805.76
4425,MARTIGNETTI COMPANIES,25778,Duckhorn Migration Pnt Nr RR,24.18,36.99,750,440,10639.2,251.0,9284.49,5992.38,27.85,144929.24,-1354.710000000001,-14.59110839690711,0.5704545454545454,0.8726680577487028,4570.0199999999995
7245,PROXIMO SPIRITS INC.       ,3137,Three Olives Blueberry Vodka,0.76,0.99,50,13996,10636.960000000001,17115.0,16943.85,4636.17,891.95,38994.78,6306.889999999998,37.22229599530212,1.2228493855387252,1.5929222258991287,-2370.44
9165,ULTRA BEVERAGE COMPANY LLP ,37817,Frescobaldi Chianti Castigln,8.66,12.99,750,1228,10634.48,1145.0,14955.55,8729.32,127.11,68054.7,4321.07,28.892752188986698,0.9324104234527687,1.4063264024193003,718.78
4425,MARTIGNETTI COMPANIES,26239,Sokol Blosser Rose of Pnt Nr,12.58,18.99,750,845,10630.1,810.0,15381.9,8146.709999999999,90.04,144929.24,4751.799999999999,30.892152464910055,0.9585798816568047,1.4470136687331256,440.3
1392,CONSTELLATION BRANDS INC   ,40483,Drylands Svgn Bl Marlboro,10.2,14.99,750,1042,10628.4,1008.0,15501.92,9356.95,111.91,79528.99,4873.52,31.438170239557422,0.9673704414587332,1.4585375032930639,346.79999999999995
3960,DIAGEO NORTH AMERICA INC   ,8676,Barterhouse Bourbon,53.95,74.99,750,197,10628.15,235.0,17622.649999999998,11773.429999999998,185.19,257032.07,6994.499999999998,39.69039843610353,1.1928934010152283,1.658110771865282,-2050.1
6785,PALM BAY INTERNATIONAL INC ,33987,Cavit Cab Svgn,6.53,14.99,1500,1627,10624.31,1637.0,17547.31,10466.91,365.48,13605.41,6923.000000000002,39.453340711482284,1.0061462814996927,1.6516187874789048,-65.3
2242,DELICATO VINEYARDS INC     ,26166,Black Stallion Est Svgn B 15,13.1,18.99,750,811,10624.099999999999,453.0,6794.47,3676.55,50.410000000000004,7982.65,-3829.6299999999983,-56.363925368718945,0.5585696670776819,0.63953370167826,4689.8
4425,MARTIGNETTI COMPANIES,2888,Brenne 10 Yr French Whiskey,76.92,99.99,750,138,10614.96,58.0,5799.42,4099.59,45.730000000000004,144929.24,-4815.539999999999,-83.03485520965887,0.42028985507246375,0.5463440276741505,6153.6
10754,PERFECTA WINES             ,39774,Merriam Cab Svgn Dry Creek,18.11,29.99,750,586,10612.46,496.0,13770.039999999999,7996.12,55.07,28720.52,3157.58,22.93079758664463,0.8464163822525598,1.297535161498842,1629.8999999999999
516,BANFI PRODUCTS CORP        ,13779,Banfi Centine Rose Toscana,6.49,9.99,750,1635,10611.15,1370.0,13819.3,7641.42,152.3,8510.41,3208.1499999999996,23.214996418053012,0.8379204892966361,1.3023376354118075,1719.8500000000001
9165,ULTRA BEVERAGE COMPANY LLP ,9256,Don Ramon Silver Tequila,22.05,35.99,750,481,10606.050000000001,577.0,18186.23,14697.3,455.19,68054.7,7580.1799999999985,41.68087613540574,1.1995841995841996,1.714703400417686,-2116.8
4425,MARTIGNETTI COMPANIES,16727,Bitch Grenache Aragon,9.33,13.99,750,1135,10589.55,1073.0,15011.27,10660.380000000001,118.81,144929.24,4421.720000000001,29.45600205712109,0.945374449339207,1.4175550424711156,578.46
4425,MARTIGNETTI COMPANIES,25817,Guigal Chtnf du Pape,32.67,49.99,750,324,10585.08,302.0,15541.98,10722.92,33.410000000000004,144929.24,4956.9,31.893619731848837,0.9320987654320988,1.4682912174494667,718.74
7153,PINE STATE TRADING CO      ,22318,Lecciaia Brunello M Reserve,27.92,42.99,750,379,10581.68,258.0,11285.42,7201.35,28.61,15884.82,703.7399999999998,6.23583349135433,0.6807387862796834,1.0665055076320584,3378.32
3252,E & J GALLO WINERY         ,5018,E&J Apple Brandy,0.76,0.99,50,13919,10578.44,10016.0,9915.84,3639.24,519.03,61966.91,-662.6000000000004,-6.682237712589154,0.7195919247072348,0.937363165079161,2966.28
9165,ULTRA BEVERAGE COMPANY LLP ,46070,Carpineto Dogajolo Rose,8.96,12.99,750,1180,10572.8,1254.0,16519.46,8495.52,139.51,68054.7,5946.66,35.99790792192965,1.0627118644067797,1.5624489255447942,-663.0400000000001
8352,LUXCO INC                  ,541,Juarez Gold Tequila,7.8,9.99,1000,1355,10569.0,1286.0,10622.14,1408.28,1350.3,10261.6,53.13999999999942,0.5002758389552333,0.9490774907749078,1.0050279118175796,538.1999999999999
9206,PHILLIPS PRODUCTS CO.      ,2050,Tomatin 18 Yr Single Malt,49.61,64.99,750,213,10566.93,253.0,19102.469999999998,13443.22,199.54,2211.83,8535.539999999997,44.6829127332748,1.187793427230047,1.8077596804369858,-1984.4
9552,M S WALKER INC             ,6042,Maurice's Mentholated Mint,7.51,13.99,750,1407,10566.57,1317.0,13162.83,6659.34,1037.8700000000001,55551.82,2596.26,19.72417785537001,0.9360341151385928,1.2457050868919621,675.9
7153,PINE STATE TRADING CO      ,3900,Bracero Reposado Tequila,29.76,38.99,750,355,10564.8,558.0,14850.42,7462.4,439.58,15884.82,4285.620000000001,28.85857773719532,1.5718309859154929,1.4056508405270334,-6041.280000000001
6785,PALM BAY INTERNATIONAL INC ,2684,Wemyss The Hive,38.12,59.99,750,277,10559.24,414.0,18868.86,12454.33,326.41,13605.41,8309.62,44.038802556169266,1.4945848375451263,1.7869524700641335,-5222.44
4425,MARTIGNETTI COMPANIES,19799,Belle Glos Dairyman Vyd PN,32.89,49.99,750,321,10557.69,315.0,17086.850000000002,10478.08,34.92,144929.24,6529.160000000002,38.21160717159688,0.9813084112149533,1.618426947561446,197.34
10754,PERFECTA WINES             ,19847,Nanna's Short Cake Znfdl,11.1,16.99,750,951,10556.099999999999,548.0,7460.52,4932.4,60.69,28720.52,-3095.579999999998,-41.492818194978334,0.576235541535226,0.7067496518600621,4473.3
4425,MARTIGNETTI COMPANIES,15215,Migration Duckhorn Chard,20.26,29.99,750,521,10555.460000000001,344.0,10316.56,4108.63,38.370000000000005,144929.24,-238.90000000000146,-2.315694378746418,0.6602687140115163,0.9773671635343224,3586.0200000000004
9165,ULTRA BEVERAGE COMPANY LLP ,23379,Luiano Sangiovese,7.99,11.99,750,1321,10554.789999999999,1208.0,14483.92,10239.460000000001,133.7,68054.7,3929.130000000001,27.127531773166385,0.9144587433762301,1.3722603670939926,902.87
2000,SOUTHERN WINE & SPIRITS NE ,11240,Willamette Rsl Valley Oregon,9.58,13.99,750,1101,10547.58,731.0,10226.69,5889.79,81.17,19016.59,-320.8899999999994,-3.1377698942668584,0.6639418710263397,0.9695769076887779,3544.6
9165,ULTRA BEVERAGE COMPANY LLP ,44138,Crios Malbec,8.44,12.99,750,1249,10541.56,1257.0,16000.43,10503.77,139.25,68054.7,5458.870000000001,34.11702060507124,1.0064051240992795,1.517842710187107,-67.52
8150,SEA HAGG DISTILLERY LLC    ,4131,Sea Hagg Blueberry Rum,21.87,27.99,750,482,10541.34,442.0,12371.58,11000.07,348.78000000000003,935.52,1830.2399999999998,14.793906679664195,0.91701244813278,1.1736249850588256,874.8000000000001
6785,PALM BAY INTERNATIONAL INC ,25937,Cavit Select Red Blend,10.34,14.99,1500,1019,10536.46,1019.0,6526.31,2579.19,228.56,13605.41,-4010.1499999999987,-61.44590128265433,1.0,0.6194025317801236,0.0
10754,PERFECTA WINES             ,19963,Penya Rouge Vin d Pays,9.2,13.99,750,1145,10534.0,756.0,8674.44,3376.17,84.4,28720.52,-1859.5599999999995,-21.437233988591764,0.6602620087336245,0.8234706664135182,3578.7999999999997
4425,MARTIGNETTI COMPANIES,19340,Cannonball Svgn Bl,8.38,12.99,750,1257,10533.66,976.0,14527.24,9544.61,108.22,144929.24,3993.58,27.49028721216143,0.7764518695306285,1.3791255840799874,2354.78
2242,DELICATO VINEYARDS INC     ,20975,Belle Ambiance Pnt Nr,7.48,10.99,750,1407,10524.36,1400.0,8228.5,3003.4700000000003,156.63,7982.65,-2295.8600000000006,-27.90131858783497,0.9950248756218906,0.7818527682443398,52.36
12546,JIM BEAM BRANDS COMPANY    ,4629,Courvoisier C,26.98,33.99,750,390,10522.199999999999,388.0,13272.12,10821.84,306.07,123880.97,2749.920000000002,20.71952333161546,0.9948717948717949,1.2613445857330219,53.96
1392,CONSTELLATION BRANDS INC   ,7413,Manischewitz Blackberry Kshr,5.19,8.99,1500,2027,10520.13,1976.0,16979.24,10701.56,440.41,79528.99,6459.110000000002,38.04121974835153,0.9748396645288604,1.6139762531451611,264.69
7153,PINE STATE TRADING CO      ,25838,Dry Creek Cab Svgn Sonoma,12.49,18.99,750,842,10516.58,741.0,14873.589999999998,9188.42,82.19,15884.82,4357.009999999998,29.293600267319448,0.8800475059382423,1.4142991352702112,1261.49
2242,DELICATO VINEYARDS INC     ,46310,Twisted Pnt Grigio Cal,4.72,6.99,750,2228,10516.16,2225.0,16614.75,9985.65,247.05,7982.65,6098.59,36.70587881250094,0.998653500897666,1.5799255621823936,14.16
12546,JIM BEAM BRANDS COMPANY    ,8519,Dekuyper Orange Curacao,5.55,6.99,750,1892,10500.599999999999,1372.0,9616.28,5581.05,1081.33,123880.97,-884.3199999999979,-9.19607166180683,0.7251585623678647,0.9157838599699066,2886.0
10754,PERFECTA WINES             ,25416,Gaston Chiquet Trad Brut 1er,27.2,39.99,750,386,10499.199999999999,257.0,10055.43,7666.04,28.38,28720.52,-443.7699999999986,-4.4132374249534685,0.6658031088082902,0.9577329701310577,3508.7999999999997
4425,MARTIGNETTI COMPANIES,21098,Rutherford Ranch Chard,9.33,14.99,750,1125,10496.25,1058.0,15254.42,9879.15,117.16,144929.24,4758.17,31.192074166044993,0.9404444444444444,1.453320947957604,625.11
7153,PINE STATE TRADING CO      ,26201,Our Daily Chard,6.49,9.99,750,1616,10487.84,1080.0,7819.8,3309.48,120.68,15884.82,-2668.04,-34.11903117726796,0.6683168316831684,0.7456063402950465,3478.6400000000003
8892,TRINCHERO FAMILY ESTATES   ,46189,Napa Cellars Chard,11.33,17.99,750,925,10480.25,924.0,15698.759999999998,10601.759999999998,102.37,11595.97,5218.509999999998,33.241542644132394,0.9989189189189189,1.497937549199685,11.33
10754,PERFECTA WINES             ,24579,Mt Beautiful Svgn Bl,10.27,16.99,750,1020,10475.4,838.0,12597.62,7719.87,92.96000000000001,28720.52,2122.220000000001,16.846197932625376,0.8215686274509804,1.2025908318536764,1869.1399999999999
1128,BROWN-FORMAN CORP          ,6481,Korbel Natural,10.13,15.99,750,1034,10474.42,845.0,13399.55,7046.58,94.03,68601.68,2925.129999999999,21.830061457287737,0.8172147001934236,1.279264150186836,1914.5700000000002
3252,E & J GALLO WINERY         ,13576,Columbia Winery Chard,3.89,7.99,750,2692,10471.880000000001,2263.0,15145.87,3557.1600000000003,253.93,61966.91,4673.99,30.859831756115693,0.8406389301634473,1.446337238394634,1668.81
1590,DIAGEO CHATEAU ESTATE WINES,42642,The Monterey Vyds Pnt Nr,8.21,11.99,750,1275,10467.75,1342.0,16877.58,10606.58,148.79,7259.75,6409.830000000002,37.978371306786876,1.052549019607843,1.6123407609085048,-550.07
2000,SOUTHERN WINE & SPIRITS NE ,38191,Argiola Vermentino Costamol,11.72,16.99,750,891,10442.52,878.0,8884.42,2797.1,98.2,19016.59,-1558.1000000000004,-17.537441948939833,0.9854096520763187,0.8507927205310595,152.36
9165,ULTRA BEVERAGE COMPANY LLP ,4274,Dictador 12 Yr Rum,22.21,39.99,750,470,10438.699999999999,500.0,17383.0,14067.960000000001,394.32,68054.7,6944.300000000001,39.94880055226371,1.0638297872340425,1.6652456723538374,-666.3000000000001
4425,MARTIGNETTI COMPANIES,36570,Flora Springs Trilogy Cal,42.76,64.99,750,244,10433.44,209.0,14072.91,10263.48,23.12,144929.24,3639.4699999999993,25.861531126113928,0.8565573770491803,1.3488274241285712,1496.6
10754,PERFECTA WINES             ,27157,Ch Graves Rabion St Emilion,9.99,14.99,750,1044,10429.56,375.0,5621.25,3027.98,41.660000000000004,28720.52,-4808.3099999999995,-85.53809206137424,0.35919540229885055,0.538972880926904,6683.31
4425,MARTIGNETTI COMPANIES,38416,Acquese Moscato D'Asti Dolc,8.21,11.99,750,1269,10418.49,1174.0,14076.26,7913.400000000001,130.55,144929.24,3657.7700000000004,25.985382480857844,0.9251379038613081,1.3510844661750407,779.95
4425,MARTIGNETTI COMPANIES,10750,Gattinara Travaglini,17.99,27.99,750,579,10416.21,515.0,14316.849999999999,8148.07,57.17,144929.24,3900.6399999999994,27.245099306062436,0.8894645941278065,1.3744778571092557,1151.36
8004,SAZERAC CO INC             ,5075,Tuaca Italian Liqueur,15.03,21.99,750,692,10400.76,1117.0,23336.829999999998,16827.94,880.44,50293.62,12936.069999999998,55.43199311988817,1.6141618497109826,2.2437619943157996,-6387.75
1392,CONSTELLATION BRANDS INC   ,8446,Richards Wild Irish Rose Red,4.64,5.99,1500,2241,10398.24,2156.0,12914.44,6660.88,3392.11,79528.99,2516.2000000000007,19.48361678864899,0.962070504239179,1.2419832587053194,394.4
28776,TALL SHIP DISTILLERY LLC   ,4012,Tall Ship White Island Rum,21.09,26.99,750,493,10397.37,443.0,11956.57,10688.039999999999,349.61,259.9,1559.199999999999,13.040529181864022,0.8985801217038539,1.149960999752822,1054.5
8112,MOET HENNESSY USA INC      ,19271,Veuve Clicquot Rose,53.59,81.99,750,194,10396.460000000001,130.0,10262.699999999999,7673.03,14.39,48347.26,-133.76000000000204,-1.3033607140421337,0.6701030927835051,0.9871340821779719,3429.76
4425,MARTIGNETTI COMPANIES,25005,Volpaia Chianti Clsco,11.68,17.99,750,890,10395.199999999999,765.0,13762.349999999999,7987.5599999999995,84.92,144929.24,3367.1499999999996,24.466388371172073,0.8595505617977528,1.3239139218100662,1460.0
4425,MARTIGNETTI COMPANIES,23647,Ponzi Pinot Noir Rose,13.6,19.99,750,764,10390.4,685.0,13693.15,7156.419999999999,76.19,144929.24,3302.75,24.119724095624456,0.8965968586387435,1.3178655297197412,1074.3999999999999
9819,TREASURY WINE ESTATES      ,15900,Ch St Jean Svgn Bl Sonoma,6.45,9.99,750,1609,10378.050000000001,1583.0,17781.170000000002,11399.87,175.47,14836.57,7403.120000000001,41.634605596819554,0.9838408949658173,1.7133440289842503,167.70000000000002
9625,WESTERN SPIRITS BEVERAGE CO,4125,Bird Dog Kentucky Whiskey,0.74,0.99,50,14016,10371.84,9899.0,9800.01,3349.17,514.11,1933.19,-571.8299999999999,-5.834994045924442,0.7062642694063926,0.9448670631247686,3046.58
9819,TREASURY WINE ESTATES      ,35962,Stags Leap Wine Petite Syrah,27.58,39.99,750,376,10370.08,302.0,12506.98,7333.2300000000005,33.52,14836.57,2136.8999999999996,17.085659367809015,0.8031914893617021,1.2060639840772684,2040.9199999999998
4425,MARTIGNETTI COMPANIES,39983,Little Penguin Shiraz Ausl,7.89,14.99,1500,1314,10367.460000000001,1289.0,16166.11,11139.130000000001,287.26,144929.24,5798.65,35.86917322720184,0.9809741248097412,1.5593125027730996,197.25
1392,CONSTELLATION BRANDS INC   ,22508,Blindfold White,20.68,29.99,750,501,10360.68,409.0,12265.91,6267.91,45.54,79528.99,1905.2299999999996,15.532724437078043,0.8163672654690619,1.183890439623654,1902.56
4425,MARTIGNETTI COMPANIES,20921,Penfolds Bin 9 Cab Svgn,11.68,23.99,750,887,10360.16,833.0,16810.67,11224.47,92.23,144929.24,6450.509999999998,38.371522372398005,0.939120631341601,1.6226264845330574,630.72
1392,CONSTELLATION BRANDS INC   ,32969,Alice White Shiraz Ausl,6.89,9.99,1500,1503,10355.67,1571.0,16831.29,11904.94,349.6,79528.99,6475.620000000001,38.473699876836534,1.0452428476380573,1.6253212008493898,-468.52
